"","pid","w1_nc_outcome","w1_nc_intrv_c","w1_nc_intrv_d","w1_nc_intrv_m","w1_nc_intrv_y","w1_nc_duration","w1_nc_dob_m","w1_nc_dob_y","w1_nc_gen","w1_nc_popgrp","w1_nc_popgrp_o","w1_nc_edschgrd","w1_nc_edter","w1_nc_prov","w1_nc_moveprov","w1_nc_lvbfprov","w1_nc_lvdurprov","w1_nc_moveres_apr","w1_nc_moveres_may","w1_nc_dwltyp","w1_nc_nopres","w1_nc_no60res","w1_nc_nou18res","w1_nc_nou7res","w1_nc_nocld","w1_nc_watsrc","w1_nc_watwsh","w1_nc_enrgelec","w1_nc_em_feb","w1_nc_emany_feb","w1_nc_ems_feb","w1_nc_emdays_feb","w1_nc_emhrs_feb","w1_nc_eminc_feb","w1_nc_eminc_feb_brac","w1_nc_em_apr","w1_nc_emany_apr","w1_nc_ems_apr","w1_nc_emreturn","w1_nc_emabs_apr","w1_nc_emabs_apr_o","w1_nc_emtyp","w1_nc_emwnt","w1_nc_noemdc","w1_nc_noemex","w1_nc_noemex_o","w1_nc_emwrk_isco_c","w1_nc_emdays_apr","w1_nc_emhrs_apr","w1_nc_empay_freq","w1_nc_emdayinc_apr","w1_nc_emwkinc_apr","w1_nc_emwkinc_apr_brac","w1_nc_em2wksinc_apr","w1_nc_em2wksinc_apr_brac","w1_nc_eminc_apr","w1_nc_eminc_apr_brac","w1_nc_emcontr","w1_nc_eminc_ters","w1_nc_emswrk_isco_c","w1_nc_embusdays_apr","w1_nc_embushrs_apr","w1_nc_emsvat","w1_nc_emsinc_apr","w1_nc_emsinc_apr_brac","w1_nc_emsnumemp_feb","w1_nc_emsnumemp_feb_2","w1_nc_emsnumemp","w1_nc_emsnumemp_2","w1_nc_emspaysal","w1_nc_emscls","w1_nc_unems","w1_nc_unemdc","w1_nc_unemwrk_isco_c","w1_nc_uneminc_uif","w1_nc_hhincchld","w1_nc_incchld","w1_nc_hhincgovpen","w1_nc_incgovpen","w1_nc_incgov","w1_nc_incgovtyp1","w1_nc_incgovtyp2","w1_nc_incgovtyp3","w1_nc_incgovtyp_o","w1_nc_hhincsrc1","w1_nc_hhincsrc2","w1_nc_hhincsrc3","w1_nc_hhincsrc_o","w1_nc_hhincdec1","w1_nc_hhincdec2","w1_nc_hhincdec3","w1_nc_hhincdec_o","w1_nc_hhinc","w1_nc_hhincchng","w1_nc_hhfdyn","w1_nc_fdayn","w1_nc_fdaskp","w1_nc_fdcyn","w1_nc_fdcskp","w1_nc_chldcr","w1_nc_chldcr_v","w1_nc_hhcsch","w1_nc_edcbook","w1_nc_edctv","w1_nc_edcrad","w1_nc_edccon","w1_nc_suppgov","w1_nc_suppngo","w1_nc_suppcom","w1_nc_cvrsk","w1_nc_cvhhtest","w1_nc_cvtest","w1_nc_cvrslt","w1_nc_cvsypt1","w1_nc_cvsypt2","w1_nc_cvsypt3","w1_nc_cvsypt4","w1_nc_cvsypt5","w1_nc_cvsypt6","w1_nc_cvsypt7","w1_nc_cvsypt8","w1_nc_cvsypt_o","w1_nc_cvavd","w1_nc_cvbeh","w1_nc_cvbehtyp1","w1_nc_cvbehtyp2","w1_nc_cvbehtyp3","w1_nc_cvbehtyp4","w1_nc_cvbehtyp5","w1_nc_cvbehtyp6","w1_nc_cvbehtyp7","w1_nc_cvbehtyp_o","w1_nc_cvinfo1","w1_nc_cvinfo2","w1_nc_cvinfo3","w1_nc_cvinfo4","w1_nc_cvinfo5","w1_nc_cvinfo6","w1_nc_cvinfo7","w1_nc_cvinfo_o","w1_nc_hlcur","w1_nc_hl4y","w1_nc_hl4br","w1_nc_hl4syp","w1_nc_hl4vis","w1_nc_hlcon","w1_nc_hlcontyp","w1_nc_hlcontyp_o","w1_nc_hlnocon1","w1_nc_hlnocon2","w1_nc_hlnocon3","w1_nc_hlnocon_o","w1_nc_hlmed","w1_nc_hlmedtyp","w1_nc_hlmedtyp_o","w1_nc_hlser","w1_nc_hlmedaid","w1_nc_intres","w1_nc_intlng1","w1_nc_intlng2","w1_nc_intlng3","w1_nc_intlng4","w1_nc_intlng5","w1_nc_intlng6","w1_nc_intlng7","w1_nc_intlng8","w1_nc_intlng9","w1_nc_intlng10","w1_nc_intlng11"
"4930",676589,1,641,25,6,2020,17.15,6,1985,2,3,"",10,2,5,2,NA,NA,2,2,1,5,1,0,NA,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,9,2,0,NA,0,NA,2,NA,NA,NA,"",4,NA,NA,"",7,NA,NA,"",3000,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,NA,1,2,10,15,NA,NA,NA,NA,"",1,1,8,NA,NA,NA,NA,NA,NA,"Many Irrevelent Thing",1,NA,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4931",677026,1,610,10,6,2020,16.5,9,1941,1,4,"",12,1,7,2,NA,NA,2,2,4,2,2,0,NA,4,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",5,NA,NA,"Pension",5,NA,NA,"Pension",20000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,3,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4932",677236,1,684,23,6,2020,20.15,9,1974,2,3,"",12,2,5,2,NA,NA,2,1,1,3,0,1,0,3,1,1,1,1,NA,NA,5,8,7200,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",3,3,8,4,NA,NA,NA,NA,NA,5200,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",5200,1,1,2,NA,2,NA,1,4,1,1,2,2,2,2,2,2,1,2,NA,NA,1,2,4,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",5,7,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4933",677602,1,608,11,6,2020,10.83,2,1971,2,3,"",12,2,7,2,NA,NA,2,2,1,3,1,0,NA,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",6,NA,NA,"",6,NA,NA,"",40000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4934",679426,1,608,11,6,2020,11.47,4,1990,1,4,"",12,1,9,1,9,1,1,1,1,1,0,NA,NA,4,1,1,1,1,NA,NA,5,9,45000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",2,5,9,4,NA,NA,NA,NA,NA,45000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",6,NA,NA,"",45000,2,2,2,NA,2,NA,2,NA,0,2,2,2,2,2,2,2,1,2,NA,NA,2,4,5,7,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4935",679445,1,660,17,6,2020,18.92,9,1997,2,4,"",12,1,7,2,NA,NA,2,2,1,6,0,2,0,3,1,1,1,1,NA,NA,5,8,13000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",2,6,8,4,NA,NA,NA,NA,NA,13000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",-9,2,2,2,NA,2,NA,2,NA,2,1,2,2,1,2,2,2,2,2,NA,NA,2,4,7,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,5,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4936",679751,1,654,8,5,2020,20.88,9,1967,2,4,"",12,1,7,2,NA,NA,2,2,1,4,0,0,NA,3,1,1,1,1,NA,NA,6,9,5500,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,2,0,NA,0,NA,2,NA,NA,NA,"",2,NA,NA,"",2,NA,NA,"",30000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,NA,1,2,5,13,NA,NA,NA,NA,"",2,1,7,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,1,2,3,4,5,6,7,8,9,10,11
"4937",680184,1,654,21,5,2020,18.05,3,1999,1,4,"",12,1,7,2,NA,NA,2,2,1,4,0,1,0,3,1,1,1,1,NA,NA,5,9,7000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",7,0,0,4,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",-9,2,2,2,NA,2,NA,1,3,1,1,2,2,1,2,2,2,1,2,NA,NA,2,6,NA,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4938",680224,1,657,3,6,2020,23.65,9,1999,1,1,"",12,2,9,1,7,9,2,2,1,6,0,2,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,5,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",-9,NA,NA,"",-9,-9,2,2,NA,2,NA,2,NA,3,1,2,2,1,2,2,2,1,2,NA,NA,2,5,NA,NA,NA,NA,NA,NA,"",1,1,1,2,4,9,NA,NA,NA,"",2,7,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4939",680344,1,618,8,5,2020,17.22,6,1986,2,4,"",12,2,8,2,NA,NA,2,2,1,2,0,0,NA,3,1,1,1,1,NA,NA,5,8,9000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",4,0,8,4,NA,NA,NA,NA,NA,5000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",10000,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,1,2,7,NA,NA,NA,NA,NA,"",1,1,1,4,7,9,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,1,2,2,2,2,NA,"",6,NA,NA,"",2,NA,"",1,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4940",680829,1,660,23,6,2020,14.52,8,1947,1,4,"",10,2,7,2,NA,NA,2,2,1,2,2,0,NA,4,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,2,NA,NA,NA,"",3,NA,NA,"",3,NA,NA,"",29000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,7,NA,NA,NA,NA,NA,"",2,5,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4941",681068,1,618,9,5,2020,14.88,1,1971,1,4,"",12,1,7,2,NA,NA,2,2,1,4,0,0,NA,3,1,1,1,1,NA,NA,5,9,-9,6,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",8,5,9,4,NA,NA,NA,NA,NA,25000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",32000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,3,NA,NA,NA,NA,NA,"",3,7,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4942",681218,1,648,14,5,2020,26.47,11,1992,2,3,"",12,1,1,2,NA,NA,2,2,1,1,0,NA,NA,3,1,1,1,1,NA,NA,5,8,5000,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,10,-9,8000,NA,7,50,-9,0,3,4,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",8000,2,2,2,NA,-9,NA,-8,NA,0,-8,-8,-8,-8,2,2,2,1,1,1,2,1,2,3,5,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4943",681872,1,644,24,6,2020,17.58,4,1976,2,1,"",12,1,6,2,NA,NA,2,2,1,5,-8,1,1,3,1,1,1,1,NA,NA,7,8,-9,3,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",4,7,8,4,NA,NA,NA,NA,NA,-9,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8,2,-8,2,2,NA,NA,NA,"",1,NA,NA,"",-8,NA,NA,"",-9,2,2,2,NA,2,NA,2,NA,2,1,2,2,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,NA,"",3,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4944",682614,1,658,23,6,2020,16.12,1,1975,1,4,"",12,1,1,2,NA,NA,2,2,1,5,1,2,1,3,1,1,1,1,NA,NA,5,8,-9,3,2,2,3,1,1,"",4,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-3,NA,-9,0,NA,3,3,3,3,2,3,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",-9,2,1,2,NA,2,NA,1,4,2,1,2,2,1,2,2,2,1,2,NA,NA,1,3,5,NA,NA,NA,NA,NA,"",2,1,1,4,7,NA,NA,NA,NA,"",2,5,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4945",682652,1,663,23,6,2020,10.05,8,1945,2,4,"",10,2,1,2,NA,NA,2,2,1,1,1,NA,NA,4,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",1867,2,2,2,NA,2,NA,2,NA,0,2,2,2,2,2,2,2,2,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4946",682813,1,618,18,5,2020,15.02,7,1964,2,2,"",12,2,2,2,NA,NA,2,2,1,3,0,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,0,NA,0,NA,2,NA,NA,NA,"",4,NA,NA,"",4,NA,NA,"",700,1,1,2,NA,2,NA,2,NA,0,2,2,2,1,2,2,2,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,3,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4947",683062,1,618,23,6,2020,14.58,12,1978,2,4,"",12,1,8,2,NA,NA,2,2,1,3,1,1,1,3,1,1,1,1,NA,NA,7,8,-8,-8,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",2,5,7,4,NA,NA,NA,NA,NA,-8,-8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,5,NA,"",-8,2,2,2,NA,2,NA,1,2,1,2,1,2,1,2,2,2,1,2,NA,NA,1,2,5,NA,NA,NA,NA,NA,"",2,2,NA,NA,NA,NA,NA,NA,NA,"",7,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4948",683766,1,649,21,5,2020,18.75,4,1981,2,4,"",12,2,7,2,NA,NA,2,2,1,4,0,1,1,3,1,1,1,1,NA,NA,5,8,-9,3,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",5,5,6,2,NA,900,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",6,NA,NA,"",1,NA,NA,"",-9,1,2,2,NA,2,NA,1,4,0,1,1,2,1,2,2,2,2,1,2,NA,1,2,4,8,11,NA,NA,NA,"Flu Like Symptoms , Blood Clots",1,1,4,7,9,NA,NA,NA,NA,"",3,6,8,NA,NA,NA,NA,"My Father Is A Specialist So We Trust Information From Him And His Doctor",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949",684052,1,640,15,6,2020,19.15,6,1999,1,1,"",12,1,2,1,7,7,2,2,1,4,1,0,NA,4,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,5,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA,"",4,NA,NA,"",4,NA,NA,"",0,-9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,NA,1,2,5,NA,NA,NA,NA,NA,"",1,1,4,7,11,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4950",684134,1,655,25,6,2020,31.2,5,1947,1,4,"",-9,NA,7,2,NA,NA,2,2,1,1,1,NA,NA,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",15000,2,2,2,NA,2,NA,2,NA,0,-9,-8,-8,-8,2,2,2,-9,2,NA,NA,1,2,4,7,NA,NA,NA,NA,"",2,1,1,2,4,7,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4951",684254,1,608,8,6,2020,14.72,5,1975,2,4,"",12,2,5,2,NA,NA,2,2,1,4,1,1,1,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,2,-8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,8,NA,NA,"",1,3,NA,"",1,NA,NA,"",27000,2,1,2,NA,2,NA,1,4,1,1,1,2,2,2,2,2,1,1,2,NA,1,2,6,NA,NA,NA,NA,NA,"",1,1,1,2,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,1,2,2,2,2,NA,"",1,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952",684421,1,618,15,6,2020,12.83,5,1956,2,4,"",12,2,7,2,NA,NA,2,2,1,6,2,2,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",-9,1,2,2,NA,2,NA,1,4,2,1,1,2,2,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,4,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953",686044,1,610,3,6,2020,16.05,7,1978,1,4,"",12,1,5,2,NA,NA,2,2,1,4,1,1,1,3,1,1,1,1,NA,NA,7,8,29000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",2,7,8,4,NA,NA,NA,NA,NA,29000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",31500,2,1,2,NA,2,NA,2,NA,0,2,1,2,1,2,2,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,3,4,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",2,1,2,2,2,2,NA,"",6,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954",686082,1,643,14,5,2020,19.87,2,1980,1,1,"",12,1,7,2,NA,NA,2,1,1,4,0,2,2,3,1,1,1,1,NA,NA,5,5,22000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",3,5,3,4,NA,NA,NA,NA,NA,22000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",22000,2,2,2,NA,2,NA,1,4,0,2,2,2,2,2,2,2,2,2,NA,NA,1,2,5,7,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",9,NA,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955",687318,1,633,15,6,2020,24.37,9,1972,1,4,"",12,1,7,2,NA,NA,2,1,1,5,0,0,NA,3,1,1,1,1,NA,NA,5,7,15000,NA,1,NA,NA,NA,NA,"",3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,8,1,0,NA,2,1,2,1,2,4,NA,NA,NA,NA,-9,2,-9,2,2,NA,NA,NA,"",1,2,NA,"",2,NA,NA,"",30000,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,NA,1,2,8,NA,NA,NA,NA,NA,"Neurological Symptoms",2,1,1,2,3,4,7,9,NA,"",2,4,5,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4956",688013,1,643,3,6,2020,12.93,10,1965,2,3,"",11,2,5,2,NA,NA,2,2,1,4,0,0,NA,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",1800,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,2,4,NA,NA,NA,NA,NA,"",1,1,1,10,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",1,2,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
